question,answer
What is the stretch reflex ?,It is a feedback loop Set point is determined and then deviations from this point are detected by 1a axons and compensated for by alpha motor neurons and extrafusal muscle fibres
What is the pathway for the stretch reflex ?,Gamma motor neurons \nIntrafusal muscle fibres \n1a afferent axons \nAlpha motor neurons \nExtrafusal muscle fibres
What is the Golgi tendon organ ?,It monitors muscle tension or force of contraction. In series with muscle fibres not like muscle spindle which is parallel Innervates by 1b axons 1b enter spinal cord and synapse on interneurons in ventral horn
What is the reverse stretch reflex ?,Protects muscle from being overloaded As muscle tension increases the inhibition of alpha motor neurons increases As muscle tension decreases the inhibition of alpha  motor neurons decreases and muscle contraction increases Thought to be involved in proper execution of fine motor acts and manipulation of objects
What are spinal interneurons ?,Input onto alpha motor neurons making poly synaptic inputs\nReceive inputs from primary sensory axons descending from brain and collateral of lower motor neurons
What is reciprocal inhibition ?,Helps in the execution of movements Contraction of one set of muscles accompanied by relaxation of antagonist muscles Occurs by collaterals of 1a axons synapsing on inhibitory interneurons which contact alpha motor neurons supplying the antagonistic muscle
What is the flexor reflex ?,Used to withdraw a limb from an aversive stimuli\nMany interneurons intervening making it slower than stretch reflex
What is the crossed extensor reflex ?,Activation of extensor muscles and inhibition of flexor muscles Used to compensate for extra load imposed by the limb withdrawing
What are central pattern generators ?,Give rise to rhythmic motor activity
What is the highest level of the central motor system ?,Association areas of neocortex and basal ganglia\nFor strategy
What is the middle level of the central motor system ?,Motor cortex and cerebellum\nFor tactics
What is the lowest level of the central motor system?,BRAINSTEM and spinal cord\nFor execution
What is the highest level of sensory feedback to he motor control hierarchy ?,Sensory info which produces a mental image of the body and the relationship to the environment
What is the middle level of sensory feedback to the motor hierarchy ?,Tactical decisions based on memory of sensory info from past experience
What is the lowest level of sensory feedback to the motor hierarchy ?,"Sensory feedback used to maintain posture, muscle length and tension before and after voluntary movements"
What are the descending spinal tracts ?,Lateral pathways and ventromedial pathways\n\nlateral= involved in voluntary movements of distal musculature and under direct cortical control\nventromedial= involved in control of posture and locomotion under BRAINSTEM control
What is the corticospinal tract ?,Most important lateral descending pathway Originates in neocortex -2/3 in areas 4&6 while others are from somatosensory areas of parietal lobe Tracts terminate in dorsal arterial region of ventral horn to have an affect on distal musculature
What is the course for axons in the corticospinal pathway which originate in the cortex ?,Axons pass through internal capsule Bridging telencephalon and thalamus to course to base of cerebral peduncles Then through pons and then forming a bulge on the ventral surface of the medulla At medullary pyramids axons decussates forming lateral corticospinal tract to dorsal lateral region of ventral horn
What is another lateral descending pathway ?,Rubrospinal pathway\nOriginates in the red nucleus and decussates in the pons to join lateral corticospinal pathway
What are the 4 ventromedial pathways ?,"Vestibulospinal, tectospinal, pontine reticulospinal,and medullary reticulospinal Originate in BRAINSTEM and terminate amount interneurons in the spinal cord Control distal and proximal musculature"
What motor area innervates distal motor units and which innervates proximal motor units ?,Supplementary motor area innervate distal motor units\nPremotor are innervates proximal motor units
What is apraxia ?,Selective inability to perform complex motor acts
What is the ready set go theory ?,Readiness- dependent on activity  in frontal and parietal lobes receiving info to control awareness and. Alter ness Set - dependent upon activity in sma and PMA where movement strategies are devised Go- activity of the primary motor cortex which receives major input from are 6
Where does the basal ganglia send info to ?,The VLo of the ventral lateral nucleus of the thalamus
What is a major subcortical input to area 6 ?,VLo of the ventral lateral nucleus of the thalamus
Where does the basal ganglia receive inputs from ?,"Cerebral cortex - frontal, parietal and prefrontal\nSo there is a loop of info that cycles from cortex through basal ganglia back to cortex"
What is the basal ganglia made up of ?,Caudate nucleus \nPutamen \nGlobus pallidus - internal and external \nSubthalamic nucleus\nSubstantia nigra
What makes up the striatum ?,Caudate nucleus and putamen\nTarget of cortical input to basal ganglia
What is the globus pallidus of the basal ganglia important for ?,Source of output to the thalamus
Which layer of m1 does the activation of lower motor neurons originate ?,5
What do the neurons of m1 encode ?,Both force and direction of voluntary movements
What is ataxia ?,Uncoordinated and inaccurate movements
Why is dysnergia ?,Decomposition of synergistic multipoint movements
What is dysmetria  ?,People who have this will have finger movements which either come up short or shoot past the nose
What is the cerebellum critical for?,"Proper execution of planned, voluntary and multipoint movements\nInstructs m1 with respect to movement directions, timing and force Predictions the cerebellum makes are based on past experience therefore it’s involved in motor learning"
What are G proteins and how do they work ?,Trimeric proteins Alpha subunit binds GDP and interacts with GPCR Upon activation the GDP is replaced by GTP causing a conformational change allowing alpha subunit to dissociate from beta-gamma subunit Now these subunits can inhibit or activate other proteins G protein diffuses in the plane of the membrane because it is tethered to the membrane by lipids
How do metabotropic receptors work ?,Nt binds G protein is activated Alpha subunit dissociates from beta-gamma subuni and these can activate enzymes or modulate ion channels allowing ion flow
How many different GPCRs are there ?,About 1000 different ones\nTargets for approximately 30% of medicinal drugs
What 2nd messenger system does norepinephrine use ?,Increase adenyl Cyclase Increase cAMP Increase pKA Increase protein phosphorylation
